b_max,b_mean,b_min,b_p10,b_p15,b_p20,b_p25,b_p30,b_p35,b_p40,b_p45,b_p5,b_p50,b_p55,b_p60,b_p65,b_p70,b_p75,b_p80,b_p85,b_p90,b_p95,b_std,g_max,g_mean,g_min,g_p10,g_p15,g_p20,g_p25,g_p30,g_p35,g_p40,g_p45,g_p5,g_p50,g_p55,g_p60,g_p65,g_p70,g_p75,g_p80,g_p85,g_p90,g_p95,g_std,r_max,r_mean,r_min,r_p10,r_p15,r_p20,r_p25,r_p30,r_p35,r_p40,r_p45,r_p5,r_p50,r_p55,r_p60,r_p65,r_p70,r_p75,r_p80,r_p85,r_p90,r_p95,r_std
216,80.77,11,13.0,14.0,14.0,14.75,16.0,22.54999999999999,30.6,40.0,11.95,64.0,87.60000000000002,101.0,118.05000000000003,127.09999999999998,143.25,153.2,163.29999999999995,167.30000000000004,194.29999999999998,66.19499301306709,38,23.69,17,19.0,19.0,19.8,20.0,20.0,21.0,21.0,22.0,18.0,22.0,23.0,23.0,24.0,24.0,27.0,28.0,29.0,32.0,35.0,5.102342599238119,117,56.15,24,30.0,31.0,32.0,34.0,34.7,36.0,38.0,39.550000000000004,29.0,42.5,46.0,58.4,65.70000000000002,75.6,80.25,87.0,90.0,94.10000000000001,103.39999999999998,26.95083486647492
223,80.27,9,13.0,14.0,14.0,15.75,16.0,19.65,30.0,42.65000000000001,11.95,59.5,89.60000000000002,104.4,112.40000000000003,127.19999999999999,142.0,147.4,163.59999999999997,173.0,184.14999999999998,65.69274769713928,38,24.28,18,19.0,19.0,19.8,20.75,21.0,21.0,21.6,22.0,18.0,23.0,23.0,24.4,25.0,25.0,27.0,28.0,31.14999999999999,33.10000000000001,36.0,5.379739770658056,111,56.62,25,31.0,33.0,34.0,34.75,35.0,37.65,39.0,40.0,30.0,43.5,48.0,55.99999999999999,67.40000000000003,76.3,80.0,86.0,93.0,95.10000000000001,102.14999999999999,26.013757898465958
290,93.4,9,12.9,13.0,14.8,15.0,17.0,20.65,36.0,53.65000000000001,12.0,62.0,93.70000000000002,119.19999999999999,138.35000000000002,146.6,156.0,164.2,181.59999999999997,207.30000000000004,248.45,81.40995025179662,46,25.72,16,20.0,20.0,21.0,21.0,21.7,22.0,23.0,23.0,19.0,23.5,24.0,24.4,25.35000000000001,27.299999999999997,29.0,29.200000000000003,31.14999999999999,36.0,40.099999999999994,6.639397563032357,132,58.61,25,28.9,29.0,30.0,31.75,33.0,35.0,36.0,39.0,27.0,42.0,51.900000000000006,62.8,66.35000000000001,79.0,85.25,91.2,100.0,108.10000000000001,117.24999999999999,31.745202787192902
203,73.35,10,12.9,13.0,14.0,15.0,16.0,17.65,29.200000000000003,37.65000000000001,11.0,58.0,79.25000000000001,102.6,114.35000000000001,123.3,129.25,134.2,135.74999999999994,143.0,175.15,58.673908170497725,41,25.22,18,19.0,20.0,21.0,22.0,22.0,23.0,23.0,23.550000000000004,18.0,24.0,24.450000000000003,25.0,26.0,27.0,28.25,29.200000000000003,31.0,32.10000000000001,35.099999999999994,5.166391390516208,109,59.49,25,30.0,34.849999999999994,36.0,38.0,40.7,42.0,43.0,45.0,27.95,46.0,51.0,68.4,74.35000000000001,78.3,82.5,92.0,95.0,98.0,100.0,25.64546548612444
175,68.69,9,12.0,13.0,13.8,15.0,16.0,19.65,28.800000000000004,43.0,11.95,59.5,72.0,81.19999999999999,94.40000000000003,102.6,122.25,130.2,141.14999999999998,147.0,155.39999999999998,54.242915666472065,40,24.21,16,18.0,19.0,20.0,20.0,21.0,21.0,21.0,22.0,18.0,22.0,22.450000000000003,24.0,25.0,26.299999999999997,28.0,29.0,30.14999999999999,32.10000000000001,36.0,5.6873456022998985,110,57.69,27,35.0,36.0,37.8,38.0,39.7,41.0,42.0,44.0,31.95,47.5,52.45,58.4,68.35000000000001,75.0,77.0,81.4,89.44999999999997,92.30000000000003,99.0,23.256265822354198
237,83.95,11,14.0,14.0,16.0,16.0,18.0,24.299999999999997,40.6,49.75000000000002,12.95,60.5,80.80000000000001,109.0,120.05000000000003,127.19999999999999,137.0,153.0,169.0,187.20000000000005,204.29999999999998,68.57118563945063,45,24.43,17,19.0,20.0,20.0,20.75,21.0,21.0,22.0,22.0,18.950000000000003,22.5,23.0,24.0,24.35000000000001,25.299999999999997,27.0,27.200000000000003,29.0,31.10000000000001,39.05,5.913129459093552,125,57.41,24,30.0,31.85,33.0,33.0,34.0,35.0,37.6,39.0,29.0,43.0,47.900000000000006,59.199999999999996,72.35000000000001,76.6,83.0,85.2,90.14999999999999,99.00000000000009,114.0,28.767028000820662
279,104.39,10,13.0,14.0,14.8,16.0,17.0,27.949999999999996,40.6,60.550000000000004,12.0,98.0,126.15000000000002,142.2,158.40000000000003,166.6,183.5,196.4,208.0,216.0,226.39999999999992,85.29336375123215,47,26.87,18,20.0,20.0,21.0,22.0,22.0,23.0,23.0,24.0,19.0,24.0,26.0,26.0,28.0,29.0,31.0,32.0,34.14999999999999,38.0,41.099999999999994,7.140945315572722,137,62.25,26,29.0,30.0,31.0,32.0,34.0,35.65,36.0,38.0,28.0,47.0,51.45,66.6,78.35000000000001,86.3,96.75,103.0,107.0,109.20000000000002,118.19999999999999,34.051248141588
236,82.39,11,13.9,14.0,15.0,17.0,17.7,25.65,36.2,41.550000000000004,12.95,65.0,85.50000000000003,97.8,107.70000000000002,121.3,132.25,148.0,165.15,182.3,217.2,68.92037362057754,46,25.24,17,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,18.950000000000003,23.0,24.0,24.0,24.35000000000001,26.0,27.0,28.0,30.14999999999999,36.0,41.099999999999994,6.546938215685253,123,57.35,25,30.900000000000002,31.0,32.0,33.0,34.0,35.0,35.6,39.10000000000001,27.95,46.0,48.0,61.4,70.0,74.0,80.25,82.2,93.29999999999998,105.20000000000002,116.05,28.94041292034376
172,75.0,11,14.0,14.0,16.0,17.0,18.7,29.65,35.6,60.10000000000001,13.0,70.5,84.0,102.8,114.35000000000001,121.0,124.5,133.0,137.74999999999994,146.10000000000002,153.2,53.57947368162551,36,25.27,17,20.9,21.0,22.0,22.75,23.0,23.0,24.0,24.0,20.0,24.0,25.0,25.0,26.0,26.0,28.0,30.0,30.14999999999999,32.0,33.05,4.182953502012663,108,60.45,28,34.0,35.0,37.0,39.0,39.7,41.0,42.6,46.0,30.0,49.5,58.0,70.0,73.0,81.3,87.25,90.0,94.14999999999999,97.0,98.0,24.85291733378599
265,99.25,11,14.0,15.0,15.0,16.0,16.7,30.54999999999999,41.800000000000004,58.65000000000001,13.0,92.0,119.25000000000001,130.8,152.0,164.0,170.5,181.20000000000002,187.59999999999997,196.3,224.94999999999993,79.02219624890212,46,27.98,17,20.9,21.0,23.0,23.75,24.0,24.0,25.0,26.0,19.0,26.5,27.0,28.0,29.0,30.0,31.25,33.0,35.14999999999999,38.0,42.0,6.6693028121386115,132,63.95,26,31.0,33.0,34.8,35.0,36.0,38.0,39.0,42.65000000000001,30.0,49.5,59.900000000000006,73.8,85.05000000000003,91.3,96.25,98.2,103.0,110.20000000000002,114.24999999999999,32.016675342702285
237,86.1,11,13.0,14.0,14.0,16.75,18.0,26.65,39.0,50.550000000000004,12.95,72.0,98.80000000000001,114.19999999999999,123.35000000000001,136.6,141.5,149.0,168.29999999999998,185.2,202.2,68.50832066252974,43,25.55,18,20.0,20.0,21.0,22.0,22.0,23.0,23.0,23.0,19.0,24.0,24.0,25.0,26.0,27.0,27.25,31.200000000000003,32.14999999999999,34.0,37.05,5.668112560632507,125,62.24,29,33.0,34.0,37.0,38.0,39.0,41.0,44.0,46.550000000000004,31.95,48.5,56.35000000000001,69.0,78.70000000000002,85.0,87.0,94.0,99.0,101.10000000000001,108.0,27.728007501441567
